codigo_carga;tipo_asignatura;codigo_asignatura;Asignatura;Seccion;Horario;Dias;inscritos_materia;parcial;fechaparcial;Fecha_Registro;asistencia;TipoExamen;Coordinacion_Catedra;Coordinador_Catedratico;Escuela;Facultad,
ETPR-AC_02_02-2020;P;ETPR-AC;TECNICAS DE PRESENTACIÓN;2;18:40-20:10;Ma-Jue;17;2;22/9/2020;23/9/2020 06:54;15;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS1-I_04_02-2020;P;FIS1-I;FISICA I;4;18:40-20:10;Ma-Jue;32;2;22/9/2020;23/9/2020 07:01;29;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FEPP-I_04_02-2020;P;FEPP-I;FORMULACION Y EVALUACION DE PROYECTOS;4;18:40-20:10;Ma-Jue;76;2;22/9/2020;23/9/2020 07:06;75;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
LOCO-N_01_02-2020;P;LOCO-N;LOGICA COMPUTACIONAL;1;18:40-20:10;Ma-Jue;25;2;22/9/2020;23/9/2020 07:35;23;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TER4-T_01_02-2020;P;TER4-T;TECNOLOGIA CERTIFICADA EN REDES IV;1;18:40-20:10;Ma-Vie;31;2;22/9/2020;26/9/2020 09:05;29;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MET1-E_01_02-2020;P;MET1-E;METODOS DE PROGRAMACION I;1;08:00-09:30;Ma-Jue;34;2;22/9/2020;23/9/2020 07:42;28;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MET1-E_01_02-2020;P;MET1-E;METODOS DE PROGRAMACION I;1;08:00-09:30;Ma-Jue;34;1;23/9/2020;23/9/2020 07:43;4;Diferido;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAIBD2-I_01_02-2020;P;MAIBD2-I;APLICACION DE TEORIA MATEMATICA PARA INFORMATICA Y BASES DE DATOS II;1;08:00-09:30;Ma-Jue;9;2;22/9/2020;23/9/2020 07:45;8;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
PROE-I_03_02-2020;P;PROE-I;PROGRAMACION ORIENTADA A OBJETOS;3;18:40-20:10;Ma-Jue;53;2;22/9/2020;23/9/2020 07:46;47;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
FIS3-I_02_02-2020;P;FIS3-I;FISICA III;2;18:40-20:10;Ma-Jue;40;2;22/9/2020;23/9/2020 07:48;39;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MODE-I_02_02-2020;P;MODE-I;MODELOS DE DECISION;2;18:40-20:10;Ma-Jue;72;2;22/9/2020;23/9/2020 07:50;68;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1-I_02_02-2020;P;INF1-I;INFORMATICA;2;08:00-09:30;Ma-Jue;87;2;22/9/2020;23/9/2020 07:53;82;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIAN-DG_01_02-2020;P;DIAN-DG;DISEÑO DE ANIMACIÓN;1;18:40-20:10;Ma-Jue;20;2;22/9/2020;23/9/2020 07:55;12;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIIN-DG_01_02-2020;P;DIIN-DG;DISEÑO INFOGRÁFICO;1;08:00-09:30;Ma-Jue;77;2;22/9/2020;23/9/2020 07:56;70;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAI8-AC_01_02-2020;P;TAI8-AC;TALLER INTEGRAL VIII;1;08:00-09:30;Ma-Jue;36;2;22/9/2020;23/9/2020 07:56;36;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS2-I_01_02-2020;P;FIS2-I;FISICA II;1;08:00-09:30;Ma-Jue;115;2;22/9/2020;23/9/2020 07:56;109;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1-I_02_02-2020;P;INF1-I;INFORMATICA;2;08:00-09:30;Ma-Jue;87;1;23/9/2020;23/9/2020 07:56;3;Diferido;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ILAP-DG_01_02-2020;P;ILAP-DG;ILUSTRACIÓN APLICADA;1;17:00-18:30;Ma-Jue;55;1;23/9/2020;23/9/2020 07:58;7;Diferido;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INDP-T_01_02-2020;P;INDP-T;INVESTIGACION Y DESARROLLO DEL PRODUCTO;1;18:40-20:10;Ma-Jue;97;2;22/9/2020;23/9/2020 08:00;96;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
RED2-E_02_02-2020;P;RED2-E;REDES DE DATOS II;2;18:40-20:10;Ma-Jue;64;2;22/9/2020;23/9/2020 08:03;59;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ARAR-AC_02_02-2020;P;ARAR-AC;ARTES GRÁFICAS I;2;18:40-20:10;Ma-Jue;11;2;22/9/2020;23/9/2020 08:11;5;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DPWEB-I_02_02-2020;P;DPWEB-I;DESARROLLO DE LA PLATAFORMA WEB                                            ;2;18:40-20:10;Ma-Jue;109;2;22/9/2020;23/9/2020 08:27;105;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
SINF-I_02_02-2020;P;SINF-I;SISTEMAS DE INFORMACION GERENCIAL;2;18:40-20:10;Ma-Jue;50;2;22/9/2020;23/9/2020 08:32;49;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ARTE-T_02_02-2020;P;ARTE-T;ADMINISTRACION DE RECURSOS TECNOLOGICOS                                    ;2;18:40-20:10;Ma-Jue;23;2;22/9/2020;23/9/2020 08:41;20;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ARTE-T_02_02-2020;P;ARTE-T;ADMINISTRACION DE RECURSOS TECNOLOGICOS                                    ;2;18:40-20:10;Ma-Jue;23;1;23/9/2020;23/9/2020 08:42;1;Diferido;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TADT-DG_01_02-2020;P;TADT-DG;TALLER DE DISEÑO TRIDIMENSIONAL;1;08:00-09:30;Ma-Jue;13;2;22/9/2020;23/9/2020 08:46;9;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ARAR-AC_01_02-2020;P;ARAR-AC;ARTES GRÁFICAS I;1;08:00-09:30;Ma-Jue;122;2;22/9/2020;23/9/2020 08:53;115;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MATF-I_03_02-2020;P;MATF-I;MATEMATICA FINANCIERA;3;08:00-09:30;Ma-Jue;86;2;22/9/2020;8/10/2020 16:11;84;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CRIM-AC_01_02-2020;P;CRIM-AC;CREATIVIDAD EN IMAGEN CORPORATIVA;1;18:40-20:10;Lu-Mie;47;2;23/9/2020;24/9/2020 11:48;47;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PRRO-T_01_02-2020;P;PRRO-T;PRINCIPIOS DE ROBOTICA;1;18:40-20:10;Lu-Mie;9;2;23/9/2020;23/9/2020 21:44;9;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
OCOM-I_01_02-2020;P;OCOM-I;ORGANIZACION DE LAS COMPUTADORAS;1;06:30-08:00;Mie-Sab;78;2;23/9/2020;24/9/2020 05:35;72;Ordinario;HARDWARE;Marvin Elenilson Hernandez Montoya;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
INF1-I_04_02-2020;P;INF1-I;INFORMATICA;4;09:00-12:00;Mie;57;2;23/9/2020;23/9/2020 22:10;46;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
FEPI-I_01_02-2020;P;FEPI-I;FORMULACION Y EVALUACION DE PROYECTOS;1;18:40-20:10;Lu-Mie;84;2;23/9/2020;7/10/2020 23:45;82;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TED3-AC_01_02-2020;P;TED3-AC;TECNOLOGIA DIGITAL III;1;08:00-11:00;Mie;27;2;23/9/2020;24/9/2020 00:00;22;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1I-I_02_02-2020;P;INF1I-I;INFORMATICA;2;18:40-20:10;Lu-Mie;30;2;23/9/2020;24/9/2020 00:02;29;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
FIS1-I_02_02-2020;P;FIS1-I;FISICA I;2;06:30-08:00;Mie-Sab;9;2;23/9/2020;24/9/2020 00:03;7;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ADCO-AC_01_02-2020;P;ADCO-AC;ADMINISTRACION DE LA CONSTRUCCION;1;06:30-08:00;Mie-Sab;24;2;23/9/2020;24/9/2020 00:11;24;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
COA2-AC_01_02-2020;P;COA2-AC;CONST. APLICADA II;1;18:40-20:10;Lu-Mie;34;2;23/9/2020;24/9/2020 00:11;34;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAEX-DG_01_02-2020;P;TAEX-DG;TALLER DE EXPRESIÓN ORAL Y REDACCIÓN CREATIVA;1;18:40-20:10;Lu-Mie;15;1;8/9/2020;24/9/2020 00:28;4;Diferido;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAEX-DG_01_02-2020;P;TAEX-DG;TALLER DE EXPRESIÓN ORAL Y REDACCIÓN CREATIVA;1;18:40-20:10;Lu-Mie;15;2;23/9/2020;24/9/2020 00:28;12;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PROG3-I_02_02-2020;P;PROG3-I;PROGRAMACION III;2;09:00-12:00;Mie;26;2;23/9/2020;24/9/2020 01:00;25;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
OPFAI-T_01_02-2020;P;OPFAI-T;INGLES TECNICO I(OPERACIONES DE FABRICACIÓN);1;06:30-08:00;Lu-Mie-Vie;15;2;23/9/2020;24/9/2020 03:44;13;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TAI6-AC_01_02-2020;P;TAI6-AC;TALLER INTEGRAL VI;1;06:30-08:00;Lu-Mie-Vie;29;2;23/9/2020;24/9/2020 03:55;29;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
URB1-AC_01_02-2020;P;URB1-AC;URBANISMO I                                                                ;1;08:00-11:00;Mie;26;2;23/9/2020;24/9/2020 03:55;26;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ELT2-AC_01_02-2020;P;ELT2-AC;SUPERVISIÓN II (E.T. 2);1;18:40-20:10;Lu-Mie;46;2;23/9/2020;24/9/2020 03:56;46;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIA2-AC_01_02-2020;P;DIA2-AC;DISEÑO AMBIENTAL II;1;06:30-08:00;Mie-Sab;30;2;23/9/2020;24/9/2020 04:36;29;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_01_02-2020;P;BAS1-I;BASES DE DATOS I;1;06:30-08:00;Mie-Sab;18;2;23/9/2020;24/9/2020 04:38;14;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_04_02-2020;P;BAS1-I;BASES DE DATOS I;4;09:00-12:00;Mie;15;2;23/9/2020;24/9/2020 04:38;13;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
OPFA-I_02_02-2020;P;OPFA-I;OPERAC. DE FABRICACION;2;18:40-20:10;Lu-Mie;43;2;23/9/2020;24/9/2020 05:10;43;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DPWEB-I_01_02-2020;P;DPWEB-I;DESARROLLO DE LA PLATAFORMA WEB                                            ;1;06:30-08:00;Mie-Sab;90;2;23/9/2020;1/12/2020 14:07;87;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MAT3-T_01_02-2020;P;MAT3-T;MATEMATICA III;1;06:30-08:00;Mie-Sab;40;2;23/9/2020;24/9/2020 05:43;37;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DBD-I_01_02-2020;P;DBD-I;DISEÑO DE BASES DE DATOS;1;18:40-20:10;Lu-Mie;10;2;23/9/2020;24/9/2020 05:53;9;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MATF-I_06_02-2020;P;MATF-I;MATEMATICA FINANCIERA;6;18:40-20:10;Lu-Mie;114;2;23/9/2020;24/9/2020 05:56;109;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ADPI-DG_01_02-2020;P;ADPI-DG;ADMINISTRACION DE PROYECTOS;1;06:30-08:00;Mie-Sab;43;2;23/9/2020;24/9/2020 06:00;42;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
DIBA-I_02_02-2020;P;DIBA-I;DIBUJO APLICADO;2;18:40-20:10;Lu-Mie;51;2;23/9/2020;24/9/2020 06:02;47;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SIPR-T_02_02-2020;P;SIPR-T;SISTEMAS INTEGRADOS DE PRODUCCION;2;18:40-20:10;Lu-Mie;86;2;23/9/2020;24/9/2020 06:06;83;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
PROE-I_02_02-2020;P;PROE-I;PROGRAMACION ORIENTADA A OBJETOS;2;09:00-12:00;Mie;24;2;23/9/2020;24/9/2020 06:05;19;Ordinario;PROGRAMACION;Lilian Noemi Romero De Leiva;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
CDC1-I_01_02-2020;P;CDC1-I;CONTABILIDAD Y COSTOS;1;18:40-20:10;Lu-Mie;129;2;23/9/2020;24/9/2020 06:17;126;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MAT2-E_01_02-2020;P;MAT2-E;MATEMATICA II;1;06:30-08:00;Mie-Sab;30;2;23/9/2020;24/9/2020 06:20;24;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
AYDS-I_01_02-2020;P;AYDS-I;LENGUAJE UNIFICADO MODELADO(UML);1;06:30-08:00;Mie-Sab;43;2;23/9/2020;24/9/2020 06:36;41;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ELE1-I_01_02-2020;P;ELE1-I;ELECTRONICA ;1;18:40-20:10;Lu-Mie;55;2;23/9/2020;24/9/2020 06:40;51;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
HIDI-AC_01_02-2020;P;HIDI-AC;HISTORIA DEL DISEÑO GRÁFICO;1;08:00-11:00;Mie;43;2;23/9/2020;24/9/2020 06:41;40;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
RED1-E_02_02-2020;P;RED1-E;REDES DE DATOS I ;2;06:30-08:00;Mie-Sab;27;2;23/9/2020;24/9/2020 06:45;25;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MATE-E_07_02-2020;P;MATE-E;MATEMATICA I;7;18:40-20:10;Lu-Mie;63;2;23/9/2020;24/9/2020 06:51;62;Ordinario;MATEMATICAS Y FISICA;Genaro Antonio Hernandez Lemus;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TCMD-DG_02_02-2020;P;TCMD-DG;TALLER DE CREATIVIDAD Y MÉTODOS DE DISEÑO;2;18:40-20:10;Lu-Mie;12;2;23/9/2020;24/9/2020 06:55;11;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ADRE-I_01_02-2020;P;ADRE-I;ADMINISTRACION DE REDES;1;18:40-20:10;Lu-Mie;35;2;23/9/2020;24/9/2020 06:59;34;Ordinario;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
ADRE-I_01_02-2020;P;ADRE-I;ADMINISTRACION DE REDES;1;18:40-20:10;Lu-Mie;35;2;24/9/2020;24/9/2020 06:59;1;Diferido;REDES;Oscar Bertony Pineda;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MEPU-AC_01_02-2020;P;MEPU-AC;MEDIOS PUBLICITARIOS GRÁFICOS;1;06:30-08:00;Mie-Sab;31;2;23/9/2020;24/9/2020 06:59;30;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
MYTI-I_01_02-2020;P;MYTI-I;METODOLOGIA Y TECNICAS DE LA INVESTIGACION;1;06:30-08:00;Mie-Sab;13;2;23/9/2020;24/9/2020 07:00;12;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
CYCOI-T_01_02-2020;P;CYCOI-T;INGLES TECNICO III(CONTABILIDAD DE COSTOS);1;06:30-08:00;Lu-Mie-Vie;11;2;23/9/2020;24/9/2020 07:13;11;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
INF1-I_06_02-2020;P;INF1-I;INFORMATICA;6;18:40-20:10;Lu-Mie;89;2;23/9/2020;7/10/2020 07:25;57;Ordinario;SISTEMAS INFORMATICOS;Maria Eva Carranza Rivas;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TED3-AC_02_02-2020;P;TED3-AC;TECNOLOGIA DIGITAL III;2;18:40-20:10;Lu-Mie;18;2;23/9/2020;24/9/2020 07:32;15;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
BAS2-I_02_02-2020;P;BAS2-I;BASE DE DATOS II;2;18:40-20:10;Lu-Mie;72;2;23/9/2020;24/9/2020 07:32;68;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
DIBT-I_01_02-2020;P;DIBT-I;DIBUJO TECNICO;1;06:30-08:00;Mie-Sab;28;2;23/9/2020;24/9/2020 07:37;23;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
IACI-I_02_02-2020;P;IACI-I;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;2;09:00-12:00;Mie;38;2;23/9/2020;24/9/2020 07:44;36;Ordinario;ELECTRONICA;Jose Mauricio Rivera Mejia;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_01_02-2020;P;BAS1-I;BASES DE DATOS I;1;06:30-08:00;Mie-Sab;18;1;24/9/2020;24/9/2020 07:45;6;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_02_02-2020;P;BAS1-I;BASES DE DATOS I;2;08:00-09:30;Lu-Vie;123;1;24/9/2020;24/9/2020 07:47;10;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_03_02-2020;P;BAS1-I;BASES DE DATOS I;3;17:00-18:30;Lu-Mie;78;1;24/9/2020;24/9/2020 07:48;9;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
BAS1-I_04_02-2020;P;BAS1-I;BASES DE DATOS I;4;09:00-12:00;Mie;15;1;24/9/2020;24/9/2020 07:48;2;Diferido;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
TAI4-AC_01_02-2020;P;TAI4-AC;TALLER INTEGRAL IV;1;06:30-08:00;Lu-Mie-Vie;49;2;23/9/2020;24/9/2020 07:51;48;Ordinario;ARQUITECTURA;Victor Manuel Merino Rivas;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
SEIM-DG_01_02-2020;P;SEIM-DG;SIMIÓTICA DE LA IMAGEN;1;06:30-08:00;Mie-Sab;78;2;23/9/2020;24/9/2020 08:00;75;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TED2-AC_01_02-2020;P;TED2-AC;TECNOLOGIA DIGITAL II;1;08:00-11:00;Mie;111;2;23/9/2020;24/9/2020 08:04;104;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
TED2-AC_02_02-2020;P;TED2-AC;TECNOLOGIA DIGITAL II;2;18:40-20:10;Lu-Mie;22;2;23/9/2020;24/9/2020 08:06;18;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETPS1-T_01_02-2020;P;ETPS1-T;TÉCNICAS DE PRODUCCIÓN INDUSTRIAL DE SOFTWARE I;1;18:40-20:10;Lu-Mie;90;2;23/9/2020;24/9/2020 08:14;90;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
HISI-I_01_02-2020;P;HISI-I;ADMÓN. DE LA HIGIENE Y SEGURIDAD INDUSTRIAL;1;18:40-20:10;Lu-Mie;87;2;23/9/2020;24/9/2020 08:26;87;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
EPRO-I_01_02-2020;P;EPRO-I;ESTANDARES DE PROGRAMACIÓN;1;06:30-08:00;Ma-Jue;64;2;24/9/2020;24/9/2020 21:14;61;Ordinario;DESARROLLO DE SISTEMAS;Jose Oswaldo Barrera Montes;Escuela de Informática;Facultad de Informática y Ciencias Aplicadas,
MODEI-I_01_02-2020;P;MODEI-I;INGLES TÉCNICO II (MODELOS DE DECISION);1;06:30-08:00;Ma-Jue-Sab;24;2;24/9/2020;24/9/2020 23:50;23;Ordinario;PROCESOS INDUSTRIALES;Augusto Antonio Villalta;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETCO-DG_01_02-2020;P;ETCO-DG;ÉTICA DE LA COMUNICACIÓN;1;06:30-08:00;Ma-Jue;53;2;24/9/2020;24/9/2020 23:50;48;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
HIDI-AC_02_02-2020;P;HIDI-AC;HISTORIA DEL DISEÑO GRÁFICO;2;17:00-18:30;Ma-Jue;19;2;24/9/2020;24/9/2020 23:54;14;Ordinario;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
ETCO-DG_01_02-2020;P;ETCO-DG;ÉTICA DE LA COMUNICACIÓN;1;06:30-08:00;Ma-Jue;53;1;24/9/2020;4/12/2020 10:14;1;Diferido;DISEÑO GRAFICO;Frederick Ludwing Orellana;Escuela de Ciencias Aplicadas;Facultad de Informática y Ciencias Aplicadas,
